_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
5127,A1354817,,CAT,GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-08T00:00:00,PREGNANT,STRAY,OTC,,2024-09-10T00:00:00,RTF,,FERAL,FOX LN X OAKLAND RD,SAN JOSE,2024-09-10T00:00:00
5128,A1354818,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-08T00:00:00,PREGNANT,STRAY,OTC,,2024-09-10T00:00:00,RTF,,FERAL,FOX LN X OAKLAND RD,SAN JOSE,2024-09-10T00:00:00
5129,A1354820,JULIUS,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-09-26T00:00:00,ADOPTION,,HEALTHY,MALDEN AVE / TAPER LN,SAN JOSE,2024-09-26T00:00:00
5130,A1354825,JUNIPER,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-10-03T00:00:00,ADOPTION,,,MALDEN AVE / TAPER LN,SAN JOSE,2024-10-03T00:00:00
5131,A1354827,STEWIE,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-10-03T00:00:00,ADOPTION,,,MALDEN AVE / TAPER LN,SAN JOSE,2024-10-03T00:00:00
5132,A1354828,CHOPPA,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-09-25T00:00:00,ADOPTION,,HEALTHY,MALDEN AVE / TAPER LN,SAN JOSE,2024-09-25T00:00:00
5133,A1354829,GUNTHER,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-09-25T00:00:00,ADOPTION,,HEALTHY,MALDEN AVE / TAPER LN,SAN JOSE,2024-09-25T00:00:00
5134,A1354830,LIGHTNING,CAT,GRAY,,DOMESTIC SH,NEUTERED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-09-25T00:00:00,ADOPTION,,HEALTHY,MALDEN AVE / TAPER LN,SAN JOSE,2024-09-25T00:00:00
5135,A1354831,TNR,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-08T00:00:00,NURSING,STRAY,OTC,,2024-09-11T00:00:00,RTF,,FERAL,MALDEN AVE / TAPER LN,SAN JOSE,2024-12-26T00:00:00
5136,A1354841,MAUI,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,MED R,STRAY,,,2024-10-17T00:00:00,ADOPTION,,,DAMEY DR X ROTHROCK DR,SAN JOSE,2024-10-17T00:00:00
5137,A1354845,EARL,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,MED R,STRAY,,,2024-10-20T00:00:00,ADOPTION,,HEALTHY,DAMEY DR X ROTHROCK DR,SAN JOSE,2024-10-20T00:00:00
5138,A1354848,GREY,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,MED R,STRAY,,,2024-10-20T00:00:00,ADOPTION,,HEALTHY,DAMEY DR X ROTHROCK DR,SAN JOSE,2024-10-20T00:00:00
5139,A1354849,AMELIA JEAN,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-07-09T00:00:00,10 MONTHS,2024-09-08T00:00:00,MED R,STRAY,,,2024-10-01T00:00:00,ADOPTION,,MED R,DAMEY DR X ROTHROCK DR,SAN JOSE,2024-10-02T00:00:00
5140,A1354849,AMELIA JEAN,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2024-07-09T00:00:00,10 MONTHS,2024-10-03T00:00:00,MED R,RETURN,,,2024-11-06T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-06T00:00:00
5141,A1354853,SANDY,OTHER,TAN,WHITE,GUINEA PIG,FEMALE,,NO AGE,2024-12-01T00:00:00,HEALTHY,FOSTER,,,2024-12-01T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-12-01T00:00:00
5142,A1354853,SANDY,OTHER,TAN,WHITE,GUINEA PIG,FEMALE,,NO AGE,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-10-04T00:00:00,FOSTER,,HEALTHY,STORY RD X WATTERS DR,SAN JOSE,2024-10-04T00:00:00
5143,A1354855,TWYLA,OTHER,GRAY,WHITE,GUINEA PIG,FEMALE,,NO AGE,2024-09-08T00:00:00,PREGNANT,STRAY,OTC,,2024-10-04T00:00:00,FOSTER,,PREGNANT,STORY RD X WATTERS DR,SAN JOSE,2024-10-04T00:00:00
5144,A1354855,TWYLA,OTHER,GRAY,WHITE,GUINEA PIG,FEMALE,,NO AGE,2024-12-01T00:00:00,HEALTHY,FOSTER,,,2024-12-01T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-12-01T00:00:00
5145,A1354865,,DOG,BLACK,WHITE,BORDER COLLIE,MALE,,NO AGE,2024-09-08T00:00:00,HEALTHY,STRAY,FOUND,,2024-10-25T00:00:00,FOUND ANIM,,HEALTHY,FLEMING AVE X MORRIE DR,SAN JOSE,2025-03-10T00:00:00
5146,A1354878,,CAT,BLACK,,DOMESTIC SH,FEMALE,2024-08-04T00:00:00,7 MONTHS,2024-09-15T00:00:00,DEAD,DISPO REQ,,,2024-09-15T00:00:00,DISPOSAL,,NURSING,NORCROSS/NORWOOD,,2025-03-11T00:00:00
5147,A1354880,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-08T00:00:00,HEALTHY,STRAY,,,2024-09-10T00:00:00,FOSTER,,NURSING,NORCROSS/NORWOOD,,2024-09-10T00:00:00
5148,A1354880,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-13T00:00:00,MED SEV,FOSTER,,,2024-09-13T00:00:00,EUTH,,MED SEV,NORCROSS/NORWOOD,,2024-09-13T00:00:00
5149,A1354881,TUMI,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2024-08-03T00:00:00,9 MONTHS,2024-09-08T00:00:00,MED R,STRAY,OTC,,2024-11-03T00:00:00,ADOPTION,,HEALTHY,OAKLAND RD X FAULSTITCH CT,SAN JOSE,2024-11-03T00:00:00
5150,A1354882,COOKIE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2019-09-16T00:00:00,5 YEARS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-09-21T00:00:00,ADOPTION,,,,SAN JOSE,2024-09-21T00:00:00
5151,A1354883,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-08T00:00:00,PREGNANT,STRAY,OTC,,2024-09-11T00:00:00,RTF,,FERAL,OAKLAND RD X FAULSTITCH CT,SAN JOSE,2024-09-11T00:00:00
5152,A1354884,GINGER,CAT,WHITE,ORANGE,DOMESTIC SH,SPAYED,2019-09-16T00:00:00,5 YEARS,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-09-21T00:00:00,ADOPTION,,,,SAN JOSE,2024-09-21T00:00:00
5153,A1354885,SUNSHINE,CAT,TABBY-ORG,,DOMESTIC MH,SPAYED,2024-04-28T00:00:00,1 YEAR 1 MONTH,2024-09-08T00:00:00,MED R,STRAY,OTC,,2024-09-16T00:00:00,ADOPTION,,HEALTHY,OAKLAND RD X FAULSTITCH CT,SAN JOSE,2024-09-16T00:00:00
5154,A1354886,SUMMER,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2024-04-28T00:00:00,1 YEAR 1 MONTH,2024-09-08T00:00:00,HEALTHY,STRAY,OTC,,2024-09-16T00:00:00,ADOPTION,,HEALTHY,OAKLAND RD X FAULSTITCH CT,SAN JOSE,2024-09-16T00:00:00
5155,A1354894,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,2024-09-09T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-09T00:00:00,DISPOSAL,,DEAD,VISTAPARK DR/VIEWPARK CIR,SAN JOSE,2024-09-09T00:00:00
5156,A1354895,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-07-28T00:00:00,7 WEEKS,2024-09-09T00:00:00,MED SEV,STRAY,OTC,,2024-09-10T00:00:00,DIED,,MED SEV,SARASOTA WAY/LANAI DR,SAN JOSE,2024-09-16T00:00:00
5157,A1354896,KAYLA,DOG,BLACK,WHITE,SIBERIAN HUSKY,SPAYED,2017-09-11T00:00:00,7 YEARS,2024-09-09T00:00:00,HEALTHY,STRAY,OTC,,2024-09-18T00:00:00,RTO,,HEALTHY,CAPITOL EXPY / TULLY,SAN JOSE,2024-09-18T00:00:00
5158,A1354898,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-09-10T00:00:00,8 MONTHS,2024-09-09T00:00:00,NURSING,STRAY,OTC,,2024-09-13T00:00:00,RESCUE,,NURSING,MELROSE AVE / WILSHIRE BLVD,SAN JOSE,2024-09-13T00:00:00
5159,A1354908,LADY GLITTER SPARKLES,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-07-09T00:00:00,10 MONTHS,2024-09-09T00:00:00,MED R,STRAY,OTC,,2024-10-06T00:00:00,ADOPTION,,,DARSHAN CT/QUIMBY RD,SAN JOSE,2024-10-06T00:00:00
5160,A1354911,,DOG,BROWN,BLACK,PIT BULL,FEMALE,,NO AGE,2024-09-09T00:00:00,MED R,OWNER SUR,OTC,TOO MANY,2024-09-09T00:00:00,RESCUE,,MED R,,SAN JOSE,2024-09-09T00:00:00
5161,A1354922,,DOG,BROWN,BLACK,PIT BULL,MALE,,NO AGE,2024-09-09T00:00:00,MED R,OWNER SUR,OTC,TOO MANY,2024-09-09T00:00:00,RESCUE,,MED R,,SAN JOSE,2024-09-09T00:00:00
5162,A1354923,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-09T00:00:00,PREGNANT,STRAY,OTC,,2024-09-11T00:00:00,RTF,,FERAL,KANE CT / FLORY DR,SAN JOSE,2024-09-11T00:00:00
5163,A1354925,KING,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2022-09-11T00:00:00,2 YEARS,2024-09-09T00:00:00,HEALTHY,EUTH REQ,OTC OWNED,,2024-10-28T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-10-28T00:00:00
5164,A1354939,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2019-09-09T00:00:00,5 YEARS,2024-09-09T00:00:00,MED R,STRAY,OTC,,2024-09-18T00:00:00,RTF,,MED R,SIENNA DR/ S WHITE RD,SAN JOSE,2024-12-26T00:00:00
5165,A1354946,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-09T00:00:00,HEALTHY,STRAY,OTC,,2024-09-13T00:00:00,TRANSFER,,HEALTHY,E CAPITOL EXPY/MONTEREY RD,SAN JOSE,2024-09-13T00:00:00
5166,A1354947,,CAT,WHITE,BLACK,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-09T00:00:00,HEALTHY,STRAY,OTC,,2024-09-13T00:00:00,TRANSFER,,HEALTHY,E CAPITOL EXPY/MONTEREY RD,SAN JOSE,2024-09-13T00:00:00
5167,A1354948,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-09T00:00:00,HEALTHY,STRAY,OTC,,2024-09-13T00:00:00,TRANSFER,,HEALTHY,E CAPITOL EXPY/MONTEREY RD,SAN JOSE,2024-09-13T00:00:00
5168,A1354949,,CAT,PT-CHOC,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-09T00:00:00,HEALTHY,STRAY,OTC,,2024-09-13T00:00:00,TRANSFER,,HEALTHY,E CAPITOL EXPY/MONTEREY RD,SAN JOSE,2024-09-13T00:00:00
5169,A1354950,NALA LOPEZ,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-07-23T00:00:00,10 MONTHS,2024-09-09T00:00:00,MED R,STRAY,FIELD,,2024-10-17T00:00:00,ADOPTION,,HEALTHY,N WHITE RD / HYLAND AVE,SAN JOSE,2024-10-17T00:00:00
5170,A1354951,,BIRD,WHITE,,CHICKEN,FEMALE,,NO AGE,2024-09-09T00:00:00,MED SEV,STRAY,FIELD,,2024-09-09T00:00:00,EUTH,,MED SEV,4800 BLOCK SCARLETWOOD TER,SAN JOSE,2024-09-09T00:00:00
5171,A1354952,COCO,DOG,BLACK,,CHIHUAHUA SH,SPAYED,2024-06-29T00:00:00,11 MONTHS,2024-09-09T00:00:00,HEALTHY,STRAY,OTC,,2024-10-29T00:00:00,ADOPTION,,HEALTHY,TREEWOOD LN/CAPEWOOD LN,SAN JOSE,2024-10-29T00:00:00
5172,A1354952,COCO,DOG,BLACK,,CHIHUAHUA SH,SPAYED,2024-06-29T00:00:00,11 MONTHS,2024-10-29T00:00:00,HEALTHY,FOSTER,,,2024-10-29T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-11-13T00:00:00
5173,A1354955,IVY,CAT,SHADE-SMK,GRAY,DOMESTIC SH,SPAYED,2024-06-09T00:00:00,11 MONTHS,2024-09-09T00:00:00,MED R,STRAY,OTC,,2024-09-17T00:00:00,ADOPTION,,HEALTHY,S CAPITOL X NUESTRA CASTILLO CT,SAN JOSE,2024-09-17T00:00:00
5174,A1354958,,CAT,CREAM,,DOMESTIC SH,MALE,2024-08-09T00:00:00,5 WEEKS,2024-09-09T00:00:00,MED SEV,STRAY,MEDVET,,2024-09-09T00:00:00,DISPOSAL,,DEAD,CASALINO CT / RENO DR,SAN JOSE,2024-09-09T00:00:00
5175,A1354959,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-09T00:00:00,NURSING,STRAY,OTC,,2024-09-09T00:00:00,EUTH,,MED SEV,BRANHAM LANE E/BATTLE DANCE DR,SAN JOSE,2024-09-09T00:00:00
5176,A1354961,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2023-12-09T00:00:00,9 MONTHS,2024-09-09T00:00:00,MED SEV,STRAY,MEDVET,,2024-09-09T00:00:00,EUTH,,MED SEV,COLTWOOD CT / COLTWOOD DR,SAN JOSE,2024-09-09T00:00:00
5177,A1354963,,CAT,CREAM,,DOMESTIC SH,MALE,2023-12-09T00:00:00,9 MONTHS,2024-09-09T00:00:00,MED SEV,STRAY,MEDVET,,2024-09-09T00:00:00,EUTH,,MED SEV,CASALINO CT / RENO DR,SAN JOSE,2024-09-09T00:00:00
5178,A1354972,,CAT,WHITE,,DOMESTIC SH,MALE,2024-08-19T00:00:00,9 MONTHS,2024-09-09T00:00:00,NURSING,STRAY,OTC,,2024-10-17T00:00:00,FOSTER,,NURSING,CARRACCI LN / TREVIGNE AVE,SAN JOSE,2024-10-17T00:00:00
5179,A1354972,,CAT,WHITE,,DOMESTIC SH,MALE,2024-08-19T00:00:00,9 MONTHS,2024-10-17T00:00:00,NURSING,FOSTER,,,2024-10-17T00:00:00,RESCUE,,NURSING,CARRACCI LN / TREVIGNE AVE,SAN JOSE,2024-11-04T00:00:00
5180,A1354977,,BIRD,GRAY,WHITE,PIGEON,UNKNOWN,,NO AGE,2024-09-09T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-09T00:00:00,DISPOSAL,,DEAD,CALYPSO LN / CHYSIS RD,MILPITAS,2024-09-09T00:00:00
5181,A1354985,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2024-09-09T00:00:00,MED SEV,WILDLIFE,FIELD,,2024-09-09T00:00:00,TRANSFER,,MED SEV,CASA MIA DR / WILLESTER AVE,SAN JOSE,2024-09-09T00:00:00
5182,A1354988,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-09-15T00:00:00,8 MONTHS,2024-09-09T00:00:00,NURSING,STRAY,OTC,,2024-09-11T00:00:00,FOSTER,,NURSING,RODEO DR/BOURGEOIS WAY,SAN JOSE,2024-09-11T00:00:00
5183,A1354988,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-09-15T00:00:00,8 MONTHS,2024-09-14T00:00:00,NURSING,FOSTER,,,2024-09-22T00:00:00,FOSTER,,NURSING,RODEO DR/BOURGEOIS WAY,SAN JOSE,2024-09-22T00:00:00
5184,A1354988,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-09-15T00:00:00,8 MONTHS,2024-10-03T00:00:00,NURSING,FOSTER,,,2024-10-26T00:00:00,RESCUE,,HEALTHY,RODEO DR/BOURGEOIS WAY,SAN JOSE,2024-10-26T00:00:00
5185,A1354989,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-09-15T00:00:00,8 MONTHS,2024-10-03T00:00:00,NURSING,FOSTER,,,2024-10-26T00:00:00,RESCUE,,HEALTHY,RODEO DR/BOURGEOIS WAY,SAN JOSE,2024-10-26T00:00:00
5186,A1354989,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-09-15T00:00:00,8 MONTHS,2024-09-14T00:00:00,NURSING,FOSTER,,,2024-09-22T00:00:00,FOSTER,,NURSING,RODEO DR/BOURGEOIS WAY,SAN JOSE,2024-09-22T00:00:00
5187,A1354989,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-09-15T00:00:00,8 MONTHS,2024-09-09T00:00:00,NURSING,STRAY,OTC,,2024-09-11T00:00:00,FOSTER,,NURSING,RODEO DR/BOURGEOIS WAY,SAN JOSE,2024-09-11T00:00:00
5188,A1354996,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-09-09T00:00:00,MED SEV,WILDLIFE,FIELD,,2024-09-09T00:00:00,TRANSFER,,MED SEV,GOLDEN WHEEL PARK DR / OLD OAKLAND RD,SAN JOSE,2024-09-09T00:00:00
5189,A1354997,,CAT,TAN,BROWN,DOMESTIC SH,MALE,,NO AGE,2024-09-09T00:00:00,HEALTHY,STRAY,FOUND,,2024-09-11T00:00:00,FOUND ANIM,,HEALTHY,500 BLOCK FONTANELLE CT,SAN JOSE,2024-09-11T00:00:00
5190,A1354999,MELODY,CAT,TABBY-ORG,WHITE,DOMESTIC LH,SPAYED,2024-07-16T00:00:00,10 MONTHS,2024-09-09T00:00:00,MED R,STRAY,FIELD,,2024-10-29T00:00:00,ADOPTION,,HEALTHY,LAKE CUNNINGHAM PARK,SAN JOSE,2024-10-29T00:00:00
5191,A1355000,ROCKY ROAD,CAT,CALICO-TRI,,DOMESTIC LH,SPAYED,2024-07-19T00:00:00,10 MONTHS,2024-09-09T00:00:00,MED R,STRAY,FIELD,,2024-11-05T00:00:00,ADOPTION,,HEALTHY,LAKE CUNNINGHAM PARK,SAN JOSE,2024-11-05T00:00:00
5192,A1355001,ECHO,CAT,BLACK,WHITE,DOMESTIC LH,NEUTERED,2024-07-19T00:00:00,10 MONTHS,2024-09-09T00:00:00,MED R,STRAY,FIELD,,2024-10-26T00:00:00,ADOPTION,,HEALTHY,LAKE CUNNINGHAM PARK,SAN JOSE,2024-11-08T00:00:00
5193,A1355005,POGO,DOG,BLACK,WHITE,CAIRN TERRIER,NEUTERED,2021-09-14T00:00:00,3 YEARS,2024-09-09T00:00:00,MED R,STRAY,OTC,,2024-09-12T00:00:00,TRANSFER,,MED R,CURTNER AVE / LITTLE ORCHARD ST,SAN JOSE,2024-09-12T00:00:00
5194,A1355006,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-09T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-09T00:00:00,DISPOSAL,,DEAD,MILLER AVE & BOLLINGER,CUPERTINO,2024-09-09T00:00:00
5195,A1355011,,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-10T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-10T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2024-09-10T00:00:00
5196,A1355012,SUSHI,DOG,BROWN,,CHIHUAHUA SH,SPAYED,,NO AGE,2024-09-09T00:00:00,PREGNANT,STRAY,MEDVET,,2024-09-13T00:00:00,RTO,,MED M,WAITING ON MEDVET,SAN JOSE,2024-09-13T00:00:00
5197,A1355013,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,2024-09-10T00:00:00,MED R,WILDLIFE,FIELD,,2024-09-10T00:00:00,TRANSFER,,MED R,MEADOWMONT / JACKSON,SAN JOSE,2024-09-10T00:00:00
5198,A1355014,BROWNIE,DOG,TRICOLOR,,CHIHUAHUA LH,MALE,2020-09-10T00:00:00,4 YEARS,2024-09-10T00:00:00,HEALTHY,OWNER SUR,,NO HOME,2024-09-14T00:00:00,RESCUE,,HEALTHY,,SAN JOSE,2024-09-14T00:00:00
5199,A1355015,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2024-09-10T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-10T00:00:00,DISPOSAL,,DEAD,VIRGINIA PL,SAN JOSE,2024-09-10T00:00:00
5200,A1355016,MICKIE,DOG,TAN,,CHIHUAHUA SH,MALE,2017-09-10T00:00:00,7 YEARS,2024-09-10T00:00:00,HEALTHY,OWNER SUR,,NO HOME,2024-09-11T00:00:00,RTO,,HEALTHY,,SAN JOSE,2024-09-11T00:00:00
5201,A1355022,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2024-09-10T00:00:00,MED R,WILDLIFE,FIELD,,2024-09-10T00:00:00,TRANSFER,,MED R,FALLENLEAF / S ABEL,SAN JOSE,2024-09-10T00:00:00
5202,A1355025,,DOG,TAN,,CHIHUAHUA SH,MALE,,NO AGE,2024-09-10T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-10T00:00:00,DISPOSAL,,DEAD,S BASCOM AVE,SAN JOSE,2024-09-10T00:00:00
5203,A1355026,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-10T00:00:00,DEAD,DISPO REQ,FIELD,,2024-09-10T00:00:00,DISPOSAL,,DEAD,HOBSON X COLEMAN,SAN JOSE,2024-09-10T00:00:00
5204,A1355037,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2022-09-09T00:00:00,2 YEARS,2024-09-10T00:00:00,MED SEV,STRAY,MEDVET,,2024-09-10T00:00:00,EUTH,,MED SEV,TOKAY WAY / MOUNT PLEASANT RD,SAN JOSE,2025-02-24T00:00:00
5205,A1355038,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-09-10T00:00:00,NURSING,STRAY,OTC,,2024-09-28T00:00:00,EUTH,,MED SEV,S 5TH ST X E WILLIAM ST,SAN JOSE,2024-09-28T00:00:00
5206,A1355039,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2014-03-06T00:00:00,11 YEARS,2024-09-10T00:00:00,MED R,STRAY,MEDVET,,2024-10-02T00:00:00,RTF,,FERAL,,SAN JOSE,2024-10-29T00:00:00
5207,A1355041,SMIDGEN,OTHER,BROWN,GOLD,RABBIT SH,SPAYED,,NO AGE,2024-09-10T00:00:00,HEALTHY,STRAY,OTC,,2024-12-14T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-12-14T00:00:00
5208,A1355044,MONDRIAN,DOG,BLACK,BROWN,CHIHUAHUA SH,MALE,,NO AGE,2024-09-10T00:00:00,MED R,STRAY,OTC,,2024-09-10T00:00:00,RTO,,HEALTHY,CEDRO ST X CAS DR,SAN JOSE,2024-09-10T00:00:00
5209,A1355052,NUTMEG,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-08-10T00:00:00,9 MONTHS,2024-09-10T00:00:00,MED R,STRAY,OTC,,2024-10-27T00:00:00,RESCUE,,MED R,S WHITE RD/ALUM ROCK AVE,SAN JOSE,2024-10-27T00:00:00
5210,A1355053,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-07-03T00:00:00,9 MONTHS,2024-09-10T00:00:00,MED SEV,STRAY,OTC,,2024-09-10T00:00:00,EUTH,,MED SEV,SAN MIGUEL WAY/SANTA ROSA DR,SAN JOSE,2025-04-03T00:00:00
5211,A1355054,MAX,DOG,BLACK,,PUG,MALE,,NO AGE,2024-09-10T00:00:00,HEALTHY,STRAY,OTC,,2024-09-10T00:00:00,RTO,,HEALTHY,E JULIAN ST/N 24TH ST,SAN JOSE,2024-09-10T00:00:00
5212,A1355056,,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,2024-06-27T00:00:00,11 MONTHS,2024-09-10T00:00:00,MED R,STRAY,OTC,,2024-10-01T00:00:00,RTF,,MED R,SUZAY CT X NISICH DR,SAN JOSE,2024-10-01T00:00:00
5213,A1355059,,OTHER,BROWN,BLACK,BAT,UNKNOWN,,NO AGE,2024-09-10T00:00:00,MED SEV,WILDLIFE,FIELD,,2024-09-10T00:00:00,EUTH,,MED SEV,MCCREERY AVE / ALUM ROCK AVE,SAN JOSE,2024-09-16T00:00:00
5214,A1355063,CHAOS,CAT,BLACK,,DOMESTIC SH,SPAYED,2024-05-01T00:00:00,1 YEAR,2024-09-10T00:00:00,MED R,STRAY,OTC,,2024-10-09T00:00:00,ADOPTION,,HEALTHY,LAUMER AVE/E HILLS DR,SAN JOSE,2024-10-09T00:00:00
5215,A1355065,SPIRIT,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2024-08-20T00:00:00,9 MONTHS,2024-09-10T00:00:00,MED R,STRAY,OTC,,2024-10-17T00:00:00,ADOPTION,,HEALTHY,LAUMER AVE/E HILLS DR,SAN JOSE,2024-10-20T00:00:00
5216,A1355066,GHOST,CAT,WHITE,,DOMESTIC SH,NEUTERED,2024-07-26T00:00:00,10 MONTHS,2024-09-10T00:00:00,MED R,STRAY,OTC,,2024-10-08T00:00:00,ADOPTION,,HEALTHY,LAUMER AVE/E HILLS DR,SAN JOSE,2024-10-08T00:00:00
5217,A1355067,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2024-09-10T00:00:00,DEAD,DISPO REQ,OTC,,2024-09-10T00:00:00,DISPOSAL,,DEAD,HOLLERAN CT/FALMOUTH ST,SAN JOSE,2024-09-10T00:00:00
5218,A1355068,TNR,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-10T00:00:00,MED R,STRAY,OTC,,2024-09-20T00:00:00,RTF,,MED R,STORY RD,SAN JOSE,2024-12-26T00:00:00
5219,A1355081,MISTER,DOG,RED,,CHIHUAHUA LH,NEUTERED,2023-03-11T00:00:00,2 YEARS,2024-09-10T00:00:00,HEALTHY,STRAY,OTC,,2024-09-15T00:00:00,FOSTER,,HEALTHY,THE WOODS DR/SNELL AVE,SAN JOSE,2024-09-27T00:00:00
5220,A1355081,MISTER,DOG,RED,,CHIHUAHUA LH,NEUTERED,2023-03-11T00:00:00,2 YEARS,2024-10-24T00:00:00,HEALTHY,FOSTER,,,2024-10-24T00:00:00,ADOPTION,,HEALTHY,,SAN JOSE,2024-10-24T00:00:00
